file_path	top_archive_dir	sub_bucket	classification	reason	recommended_next_action
/data/data/com.termux/files/home/01.civilization-system/02.persona-os/999.archive/020.deep_index_original_backup_20260417_083712/030.model/120.external_rights/0301200000_PERSONA_EXTERNAL_RIGHTS_MODEL_INDEX.md	020.deep_index_original_backup_20260417_083712	120.external_rights	review_required	general archive content without active delete rule	keep_for_now_and_review_later
/data/data/com.termux/files/home/01.civilization-system/02.persona-os/999.archive/020.deep_index_original_backup_20260417_083712/030.model/130.access_license_transfer/0301300000_PERSONA_ACCESS_LICENSE_TRANSFER_MODEL_INDEX.md	020.deep_index_original_backup_20260417_083712	130.access_license_transfer	review_required	general archive content without active delete rule	keep_for_now_and_review_later
/data/data/com.termux/files/home/01.civilization-system/02.persona-os/999.archive/020.deep_index_original_backup_20260417_083712/030.model/140.integration/030140000_PERSONA_INTEGRATION_MODEL_INDEX.md	020.deep_index_original_backup_20260417_083712	140.integration	review_required	general archive content without active delete rule	keep_for_now_and_review_later
/data/data/com.termux/files/home/01.civilization-system/02.persona-os/999.archive/020.deep_index_original_backup_20260417_083712/030.model/150.security/030150000_PERSONA_SECURITY_MODEL_INDEX.md	020.deep_index_original_backup_20260417_083712	150.security	review_required	general archive content without active delete rule	keep_for_now_and_review_later
/data/data/com.termux/files/home/01.civilization-system/02.persona-os/999.archive/020.deep_index_original_backup_20260417_083712/030.model/160.governance/030160000_PERSONA_GOVERNANCE_MODEL_INDEX.md	020.deep_index_original_backup_20260417_083712	160.governance	review_required	general archive content without active delete rule	keep_for_now_and_review_later
/data/data/com.termux/files/home/01.civilization-system/02.persona-os/999.archive/020.deep_index_original_backup_20260417_083712/030.model/170.operations_support/030170000_PERSONA_OPERATIONS_SUPPORT_MODEL_INDEX.md	020.deep_index_original_backup_20260417_083712	170.operations_support	review_required	general archive content without active delete rule	keep_for_now_and_review_later
/data/data/com.termux/files/home/01.civilization-system/02.persona-os/999.archive/020.deep_index_original_backup_20260417_083712/040.runtime/010.core/0400100000_PERSONA_CORE_RUNTIME_INDEX.md	020.deep_index_original_backup_20260417_083712	010.core	review_required	general archive content without active delete rule	keep_for_now_and_review_later
/data/data/com.termux/files/home/01.civilization-system/02.persona-os/999.archive/020.deep_index_original_backup_20260417_083712/040.runtime/020.identity/0400200000_PERSONA_IDENTITY_RUNTIME_INDEX.md	020.deep_index_original_backup_20260417_083712	020.identity	review_required	general archive content without active delete rule	keep_for_now_and_review_later
/data/data/com.termux/files/home/01.civilization-system/02.persona-os/999.archive/020.deep_index_original_backup_20260417_083712/040.runtime/030.state/0400300000_PERSONA_STATE_RUNTIME_INDEX.md	020.deep_index_original_backup_20260417_083712	030.state	review_required	general archive content without active delete rule	keep_for_now_and_review_later
/data/data/com.termux/files/home/01.civilization-system/02.persona-os/999.archive/020.deep_index_original_backup_20260417_083712/040.runtime/040.memory/0400400000_PERSONA_MEMORY_RUNTIME_INDEX.md	020.deep_index_original_backup_20260417_083712	040.memory	review_required	general archive content without active delete rule	keep_for_now_and_review_later
